lead_hours,rain_mae,rain_rmse,rain_r2,rain_bias,rain_correlation,heavy_precision,heavy_recall,heavy_f1,heavy_csi,heavy_pod,heavy_far,heavy_roc_auc,heavy_pr_auc
1,0.37605118464246967,0.992685934404154,0.9056832420027606,0.0011827239204057975,0.9536024324612608,0.0,0.0,0.0,0.0,0.0,1.0,0.007853403141361237,0.0002754820936639118
3,1.0877812019726725,3.570694758643107,0.8011146678216001,-0.07626522339066448,0.9003825780223261,0.5,0.26666666666666666,0.34782608695652173,0.21052631578947367,0.26666666666666666,0.5,0.8893775933609959,0.4112573743129298
6,3.2120539099499488,9.627461665067102,0.4839306539033469,-0.3459240543848022,0.6996191971688448,0.6923076923076923,0.2571428571428571,0.375,0.23076923076923078,0.2571428571428571,0.3076923076923077,0.7022451818001192,0.3680271648421331
12,8.36326317665633,19.065470589808193,0.19157665742078978,-0.9775416531521348,0.44088591738717137,0.8636363636363636,0.2159090909090909,0.34545454545454546,0.2087912087912088,0.2159090909090909,0.13636363636363635,0.7447496920075971,0.3038717182927289
24,17.551500322408042,33.05593182822239,0.013044770115827498,-3.595842675227047,0.193902094405666,0.7741935483870968,0.07643312101910828,0.1391304347826087,0.07476635514018691,0.07643312101910828,0.22580645161290322,0.593920232341936,0.20618442433944878
48,34.14032649936494,52.30235112644808,-0.15694057120263483,-5.0421798478927835,-0.030726176921935525,0.28679245283018867,0.07335907335907337,0.11683320522674866,0.062040816326530614,0.07335907335907337,0.7132075471698113,0.587780160929737,0.35416811944451737
72,48.27209620784674,66.09338590396061,-0.22030714067567736,-2.33737263140846,-0.08974608444568612,0.532608695652174,0.5738984941438929,0.5524832214765101,0.38167655786350146,0.5738984941438929,0.4673913043478261,0.5347490892574736,0.542127068676754
