lead_hours,mae_without_tw,mae_with_tw,mae_improvement_pct,pod_without_tw,pod_with_tw,csi_without_tw,csi_with_tw
1,0.46736711939982045,0.37605118464246967,19.538373789456156,0.0,0.0,0.0,0.0
3,1.0979165674729643,1.0877812019726725,0.923145328211963,0.3333333333333333,0.26666666666666666,0.25,0.21052631578947367
6,3.304057457474305,3.2120539099499488,2.7845625782393535,0.22857142857142856,0.2571428571428571,0.20512820512820512,0.23076923076923078
